"player_name","player_dob","player_url","player_position","tm_surname","tm_yob"
"Gabriel Jesus",1997-04-03,"https://www.transfermarkt.com/gabriel-jesus/profil/spieler/363205","Centre-Forward","Jesus",1997
"Gabriel Magalhães",1997-12-19,"https://www.transfermarkt.com/gabriel-magalhaes/profil/spieler/435338","Centre-Back","Magalhães",1997
"Gabriel Martinelli",2001-06-18,"https://www.transfermarkt.com/gabriel-martinelli/profil/spieler/655488","Left Winger","Martinelli",2001
"Gabriel Paulista",1990-11-26,"https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498","Centre-Back","Paulista",1990
"Gabriel Slonina",2004-05-15,"https://www.transfermarkt.com/gabriel-slonina/profil/spieler/656316","Goalkeeper","Slonina",2004
"Gabriel Strefezza",1997-04-18,"https://www.transfermarkt.com/gabriel-strefezza/profil/spieler/457673","Right Winger","Strefezza",1997
"Gabriel Suazo",1997-08-09,"https://www.transfermarkt.com/gabriel-suazo/profil/spieler/385105","Left-Back","Suazo",1997
"Gabriele Guarino",2004-04-14,"https://www.transfermarkt.com/gabriele-guarino/profil/spieler/745427","Centre-Back","Guarino",2004
"Gaëtan Laborde",1994-05-03,"https://www.transfermarkt.com/gaetan-laborde/profil/spieler/181378","Centre-Forward","Laborde",1994
"Gaëtan Perrin",1996-06-07,"https://www.transfermarkt.com/gaetan-perrin/profil/spieler/353404","Right Midfield","Perrin",1996
"Gaetano Castrovilli",1997-02-17,"https://www.transfermarkt.com/gaetano-castrovilli/profil/spieler/303116","Central Midfield","Castrovilli",1997
"Gary Medel",1987-08-03,"https://www.transfermarkt.com/gary-medel/profil/spieler/60889","Defensive Midfield","Medel",1987
"Gastón Álvarez",2000-03-24,"https://www.transfermarkt.com/gaston-alvarez/profil/spieler/577486","Centre-Back","Álvarez",2000
"Gauthier Gallon",1993-04-23,"https://www.transfermarkt.com/gauthier-gallon/profil/spieler/193256","Goalkeeper","Gallon",1993
"Gauthier Hein",1996-08-07,"https://www.transfermarkt.com/gauthier-hein/profil/spieler/344892","Right Winger","Hein",1996
"Gavi",2004-08-05,"https://www.transfermarkt.com/gavi/profil/spieler/646740","Central Midfield","Gavi",2004
"Gavin Bazunu",2002-02-20,"https://www.transfermarkt.com/gavin-bazunu/profil/spieler/585550","Goalkeeper","Bazunu",2002
"Gédéon Kalulu",1997-08-29,"https://www.transfermarkt.com/gedeon-kalulu/profil/spieler/395685","Right-Back","Kalulu",1997
"Gelson Martins",1995-05-11,"https://www.transfermarkt.com/gelson-martins/profil/spieler/257448","Right Winger","Martins",1995
"Genki Haraguchi",1991-05-09,"https://www.transfermarkt.com/genki-haraguchi/profil/spieler/79377","Attacking Midfield","Haraguchi",1991
"Geoffrey Kondogbia",1993-02-15,"https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189","Defensive Midfield","Kondogbia",1993
"Georg Strauch",2001-03-30,"https://www.transfermarkt.com/georg-strauch/profil/spieler/522077","Defensive Midfield","Strauch",2001
"Georginio Rutter",2002-04-20,"https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977","Centre-Forward","Rutter",2002
"Georginio Wijnaldum",1990-11-11,"https://www.transfermarkt.com/georginio-wijnaldum/profil/spieler/49499","Central Midfield","Wijnaldum",1990
"Georgios Kyriakopoulos",1996-02-05,"https://www.transfermarkt.com/georgios-kyriakopoulos/profil/spieler/311178","Left-Back","Kyriakopoulos",1996
"Gerard Deulofeu",1994-03-13,"https://www.transfermarkt.com/gerard-deulofeu/profil/spieler/129476","Centre-Forward","Deulofeu",1994
"Gerard Gumbau",1994-12-18,"https://www.transfermarkt.com/gerard-gumbau/profil/spieler/268670","Defensive Midfield","Gumbau",1994
"Gerard Moreno",1992-04-07,"https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467","Centre-Forward","Moreno",1992
"Gerard Yepes",2002-08-25,"https://www.transfermarkt.com/gerard-yepes/profil/spieler/624436","Defensive Midfield","Yepes",2002
"Germán Pezzella",1991-06-27,"https://www.transfermarkt.com/german-pezzella/profil/spieler/113133","Centre-Back","Pezzella",1991
"Gerrit Holtmann",1995-03-25,"https://www.transfermarkt.com/gerrit-holtmann/profil/spieler/190289","Left Winger","Holtmann",1995
"Gerzino Nyamsi",1997-01-22,"https://www.transfermarkt.com/gerzino-nyamsi/profil/spieler/378953","Centre-Back","Nyamsi",1997
"Ghjuvanni Quilichini",2002-09-01,"https://www.transfermarkt.com/ghjuvanni-quilichini/profil/spieler/855050","Goalkeeper","Quilichini",2002
"Giacomo Bonaventura",1989-08-22,"https://www.transfermarkt.com/giacomo-bonaventura/profil/spieler/57280","Central Midfield","Bonaventura",1989
"Giacomo Quagliata",2000-02-19,"https://www.transfermarkt.com/giacomo-quagliata/profil/spieler/458777","Left-Back","Quagliata",2000
"Giacomo Raspadori",2000-02-18,"https://www.transfermarkt.com/giacomo-raspadori/profil/spieler/405885","Second Striker","Raspadori",2000
"Gian Marco Ferrari",1992-05-15,"https://www.transfermarkt.com/gian-marco-ferrari/profil/spieler/277167","Centre-Back","Ferrari",1992
"Giangiacomo Magnani",1995-10-04,"https://www.transfermarkt.com/giangiacomo-magnani/profil/spieler/310458","Centre-Back","Magnani",1995
"Gianluca Caprari",1993-07-30,"https://www.transfermarkt.com/gianluca-caprari/profil/spieler/146752","Second Striker","Caprari",1993
"Gianluca Gaetano",2000-05-05,"https://www.transfermarkt.com/gianluca-gaetano/profil/spieler/358008","Attacking Midfield","Gaetano",2000
"Gianluca Mancini",1996-04-17,"https://www.transfermarkt.com/gianluca-mancini/profil/spieler/256448","Centre-Back","Mancini",1996
"Gianluca Pegolo",1981-03-25,"https://www.transfermarkt.com/gianluca-pegolo/profil/spieler/21872","Goalkeeper","Pegolo",1981
"Gianluca Saro",2000-06-25,"https://www.transfermarkt.com/gianluca-saro/profil/spieler/420179","Goalkeeper","Saro",2000
"Gianluca Scamacca",1999-01-01,"https://www.transfermarkt.com/gianluca-scamacca/profil/spieler/315867","Centre-Forward","Scamacca",1999
"Gianluigi Donnarumma",1999-02-25,"https://www.transfermarkt.com/gianluigi-donnarumma/profil/spieler/315858","Goalkeeper","Donnarumma",1999
"Gideon Mensah",1998-07-18,"https://www.transfermarkt.com/gideon-mensah/profil/spieler/397171","Left-Back","Mensah",1998
"Gil Dias",1996-09-28,"https://www.transfermarkt.com/gil-dias/profil/spieler/329723","Right Winger","Dias",1996
"Giorgi Mamardashvili",2000-09-29,"https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676","Goalkeeper","Mamardashvili",2000
"Giorgio Scalvini",2003-12-11,"https://www.transfermarkt.com/giorgio-scalvini/profil/spieler/571604","Centre-Back","Scalvini",2003
"Giovani Lo Celso",1996-04-09,"https://www.transfermarkt.com/giovani-lo-celso/profil/spieler/348795","Central Midfield","Celso",1996
"Giovanni Di Lorenzo",1993-08-04,"https://www.transfermarkt.com/giovanni-di-lorenzo/profil/spieler/169880","Right-Back","Lorenzo",1993
"Giovanni González",1994-09-20,"https://www.transfermarkt.com/giovanni-gonzalez/profil/spieler/339699","Right-Back","González",1994
"Giovanni Reyna",2002-11-13,"https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215","Attacking Midfield","Reyna",2002
"Giovanni Simeone",1995-07-05,"https://www.transfermarkt.com/giovanni-simeone/profil/spieler/282388","Centre-Forward","Simeone",1995
"Giulian Biancone",2000-03-31,"https://www.transfermarkt.com/giulian-biancone/profil/spieler/536507","Right-Back","Biancone",2000
"Giulio Donati",1990-02-05,"https://www.transfermarkt.com/giulio-donati/profil/spieler/88684","Right-Back","Donati",1990
"Giulio Maggiore",1998-03-12,"https://www.transfermarkt.com/giulio-maggiore/profil/spieler/353796","Central Midfield","Maggiore",1998
"Giuseppe Pezzella",1997-11-29,"https://www.transfermarkt.com/giuseppe-pezzella/profil/spieler/336960","Left-Back","Pezzella",1997
"Göktan Gürpüz",2003-01-22,"https://www.transfermarkt.com/goktan-gurpuz/profil/spieler/655912","Attacking Midfield","Gürpüz",2003
"Gonçalo Paciência",1994-08-01,"https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547","Centre-Forward","Paciência",1994
"Gonzalo Escalante",1993-03-27,"https://www.transfermarkt.com/gonzalo-escalante/profil/spieler/266795","Central Midfield","Escalante",1993
"Gonzalo Melero",1994-01-02,"https://www.transfermarkt.com/gonzalo-melero/profil/spieler/162056","Central Midfield","Melero",1994
"Gonzalo Montiel",1997-01-01,"https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733","Right-Back","Montiel",1997
"Gonzalo Plata",2000-11-01,"https://www.transfermarkt.com/gonzalo-plata/profil/spieler/592735","Right Winger","Plata",2000
"Gonzalo Verdú",1988-10-21,"https://www.transfermarkt.com/gonzalo-verdu/profil/spieler/184779","Centre-Back","Verdú",1988
"Gonzalo Villar",1998-03-23,"https://www.transfermarkt.com/gonzalo-villar/profil/spieler/398163","Central Midfield","Villar",1998
"Gor Manvelyan",2002-04-09,"https://www.transfermarkt.com/gor-manvelyan/profil/spieler/773795","Attacking Midfield","Manvelyan",2002
"Gorka Guruzeta",1996-09-12,"https://www.transfermarkt.com/gorka-guruzeta/profil/spieler/340205","Centre-Forward","Guruzeta",1996
"Granit Xhaka",1992-09-27,"https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","Central Midfield","Xhaka",1992
"Grégoire Coudert",1999-04-03,"https://www.transfermarkt.com/gregoire-coudert/profil/spieler/525155","Goalkeeper","Coudert",1999
"Grégoire Defrel",1991-06-17,"https://www.transfermarkt.com/gregoire-defrel/profil/spieler/163222","Centre-Forward","Defrel",1991
"Gregor Kobel",1997-12-06,"https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814","Goalkeeper","Kobel",1997
"Grejohn Kyei",1995-08-12,"https://www.transfermarkt.com/grejohn-kyei/profil/spieler/321647","Centre-Forward","Kyei",1995
"Grigoris Kastanos",1998-01-30,"https://www.transfermarkt.com/grigoris-kastanos/profil/spieler/298635","Central Midfield","Kastanos",1998
"Grischa Prömel",1995-01-09,"https://www.transfermarkt.com/grischa-promel/profil/spieler/234029","Central Midfield","Prömel",1995
"Guéla Doué",2002-10-17,"https://www.transfermarkt.com/guela-doue/profil/spieler/711980","Right-Back","Doué",2002
"Guglielmo Vicario",1996-10-07,"https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047","Goalkeeper","Vicario",1996
"Guido Rodríguez",1994-04-12,"https://www.transfermarkt.com/guido-rodriguez/profil/spieler/342385","Defensive Midfield","Rodríguez",1994
"Guillermo Maripán",1994-05-06,"https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730","Centre-Back","Maripán",1994
"Guillermo Ochoa",1985-07-13,"https://www.transfermarkt.com/guillermo-ochoa/profil/spieler/29559","Goalkeeper","Ochoa",1985
"Gustavo Scarpa",1994-01-05,"https://www.transfermarkt.com/gustavo-scarpa/profil/spieler/330085","Attacking Midfield","Scarpa",1994
"Gvidas Gineitis",2004-04-15,"https://www.transfermarkt.com/gvidas-gineitis/profil/spieler/798929","Central Midfield","Gineitis",2004
"Habib Diallo",1995-06-18,"https://www.transfermarkt.com/habib-diallo/profil/spieler/344888","Centre-Forward","Diallo",1995
"Habib Diarra",2004-01-03,"https://www.transfermarkt.com/habib-diarra/profil/spieler/876631","Defensive Midfield","Diarra",2004
"Hakan Calhanoglu",1994-02-08,"https://www.transfermarkt.com/hakan-calhanoglu/profil/spieler/126414","Central Midfield","Calhanoglu",1994
"Hakim Ziyech",1993-03-19,"https://www.transfermarkt.com/hakim-ziyech/profil/spieler/217111","Right Winger","Ziyech",1993
"Halid Sabanovic",1999-08-22,"https://www.transfermarkt.com/halid-sabanovic/profil/spieler/422986","Right-Back","Sabanovic",1999
"Hamari Traoré",1992-01-27,"https://www.transfermarkt.com/hamari-traore/profil/spieler/297070","Right-Back","Traoré",1992
"Hamed Junior Traorè",2000-02-16,"https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065","Attacking Midfield","Traorè",2000
"Hamza Sakhi",1996-06-07,"https://www.transfermarkt.com/hamza-sakhi/profil/spieler/263951","Attacking Midfield","Sakhi",1996
"Han-Noah Massengo",2001-07-07,"https://www.transfermarkt.com/han-noah-massengo/profil/spieler/536508","Central Midfield","Massengo",2001
"Hannes Wolf",1999-04-16,"https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070","Left Winger","Wolf",1999
"Hans Hateboer",1994-01-09,"https://www.transfermarkt.com/hans-hateboer/profil/spieler/275303","Right-Back","Hateboer",1994
"Hans Nicolussi Caviglia",2000-06-18,"https://www.transfermarkt.com/hans-nicolussi-caviglia/profil/spieler/430280","Central Midfield","Caviglia",2000
"Haris Belkebla",1994-01-28,"https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055","Central Midfield","Belkebla",1994
"Haris Seferovic",1992-02-22,"https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256","Centre-Forward","Seferovic",1992
"Harrison Ashby",2001-11-14,"https://www.transfermarkt.com/harrison-ashby/profil/spieler/559130","Right-Back","Ashby",2001
"Harrison Reed",1995-01-27,"https://www.transfermarkt.com/harrison-reed/profil/spieler/226973","Central Midfield","Reed",1995
"Harry Arter",1989-12-28,"https://www.transfermarkt.com/harry-arter/profil/spieler/55742","Central Midfield","Arter",1989
"Harry Kane",1993-07-28,"https://www.transfermarkt.com/harry-kane/profil/spieler/132098","Centre-Forward","Kane",1993
"Harry Maguire",1993-03-05,"https://www.transfermarkt.com/harry-maguire/profil/spieler/177907","Centre-Back","Maguire",1993
"Harry Souttar",1998-10-22,"https://www.transfermarkt.com/harry-souttar/profil/spieler/298091","Centre-Back","Souttar",1998
"Harry Toffolo",1995-08-19,"https://www.transfermarkt.com/harry-toffolo/profil/spieler/198516","Left-Back","Toffolo",1995
"Harry Wilson",1997-03-22,"https://www.transfermarkt.com/harry-wilson/profil/spieler/279455","Right Winger","Wilson",1997
"Harry Winks",1996-02-02,"https://www.transfermarkt.com/harry-winks/profil/spieler/249126","Defensive Midfield","Winks",1996
"Harvey Barnes",1997-12-09,"https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065","Left Winger","Barnes",1997
"Harvey Elliott",2003-04-04,"https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822","Attacking Midfield","Elliott",2003
"Hee-chan Hwang",1996-01-26,"https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246","Centre-Forward","Hwang",1996
"Helibelton Palacios",1993-06-11,"https://www.transfermarkt.com/helibelton-palacios/profil/spieler/211389","Right-Back","Palacios",1993
"Henning Matriciani",2000-03-14,"https://www.transfermarkt.com/henning-matriciani/profil/spieler/570160","Centre-Back","Matriciani",2000
"Henrikh Mkhitaryan",1989-01-21,"https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735","Attacking Midfield","Mkhitaryan",1989
"Henrique Silva",1994-04-25,"https://www.transfermarkt.com/henrique-silva/profil/spieler/204072","Left-Back","Silva",1994
"Heung-min Son",1992-07-08,"https://www.transfermarkt.com/heung-min-son/profil/spieler/91845","Left Winger","Son",1992
"Hicham Boudaoui",1999-09-23,"https://www.transfermarkt.com/hicham-boudaoui/profil/spieler/560593","Central Midfield","Boudaoui",1999
"Himad Abdelli",1999-11-17,"https://www.transfermarkt.com/himad-abdelli/profil/spieler/592979","Attacking Midfield","Abdelli",1999
"Hiroki Ito",1999-05-12,"https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892","Centre-Back","Ito",1999
"Hirving Lozano",1995-07-30,"https://www.transfermarkt.com/hirving-lozano/profil/spieler/316889","Right Winger","Lozano",1995
"Houboulang Mendes",1998-05-04,"https://www.transfermarkt.com/houboulang-mendes/profil/spieler/442552","Right-Back","Mendes",1998
"Houssem Aouar",1998-06-30,"https://www.transfermarkt.com/houssem-aouar/profil/spieler/395693","Central Midfield","Aouar",1998
"Hrvoje Smolcic",2000-08-17,"https://www.transfermarkt.com/hrvoje-smolcic/profil/spieler/571299","Centre-Back","Smolcic",2000
"Hubert Idasiak",2002-02-03,"https://www.transfermarkt.com/hubert-idasiak/profil/spieler/555557","Goalkeeper","Idasiak",2002
"Hugo Bueno",2002-09-18,"https://www.transfermarkt.com/hugo-bueno/profil/spieler/698678","Left-Back","Bueno",2002
"Hugo Duro",1999-11-10,"https://www.transfermarkt.com/hugo-duro/profil/spieler/573775","Centre-Forward","Duro",1999
"Hugo Ekitiké",2002-06-20,"https://www.transfermarkt.com/hugo-ekitike/profil/spieler/709726","Centre-Forward","Ekitiké",2002
"Hugo Guillamón",2000-01-31,"https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629","Defensive Midfield","Guillamón",2000
"Hugo Lloris",1986-12-26,"https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965","Goalkeeper","Lloris",1986
"Hugo Magnetti",1998-05-30,"https://www.transfermarkt.com/hugo-magnetti/profil/spieler/474662","Central Midfield","Magnetti",1998
"Hugo Mallo",1991-06-22,"https://www.transfermarkt.com/hugo-mallo/profil/spieler/119905","Right-Back","Mallo",1991
"Iago Aspas",1987-08-01,"https://www.transfermarkt.com/iago-aspas/profil/spieler/72047","Centre-Forward","Aspas",1987
"Iago Herrerín",1988-01-25,"https://www.transfermarkt.com/iago-herrerin/profil/spieler/71570","Goalkeeper","Herrerín",1988
"Iago",1997-03-23,"https://www.transfermarkt.com/iago/profil/spieler/520468","Left-Back","Iago",1997
"Ibrahim Maza",2005-11-24,"https://www.transfermarkt.com/ibrahim-maza/profil/spieler/905011","Centre-Forward","Maza",2005
"Ibrahim Salah",2001-08-30,"https://www.transfermarkt.com/ibrahim-salah/profil/spieler/928323","Left Winger","Salah",2001
"Ibrahim Sulemana",2003-05-22,"https://www.transfermarkt.com/ibrahim-sulemana/profil/spieler/982267","Defensive Midfield","Sulemana",2003
"Ibrahima Cissé",2001-02-15,"https://www.transfermarkt.com/ibrahima-cisse/profil/spieler/684340","Centre-Back","Cissé",2001
"Ibrahima Diallo",1999-03-08,"https://www.transfermarkt.com/ibrahima-diallo/profil/spieler/413032","Defensive Midfield","Diallo",1999
"Ibrahima Kébé",2000-08-01,"https://www.transfermarkt.com/ibrahima-kebe/profil/spieler/785967","Defensive Midfield","Kébé",2000
"Ibrahima Konaté",1999-05-25,"https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119","Centre-Back","Konaté",1999
"Ibrahima Koné",1999-06-16,"https://www.transfermarkt.com/ibrahima-kone/profil/spieler/490223","Centre-Forward","Koné",1999
